date,open,high,low,close,volume,adj_close,fetched_at
2026-03-25,300.0,330.0,300.0,330.0,90,330.0,2026-09-03T19:37:25.271807+00:00
2026-03-26,326.3,363.0,326.3,363.0,130,363.0,2026-09-03T19:37:25.271807+00:00
2026-03-29,360.1,399.3,360.1,399.3,170,399.3,2026-09-03T19:37:25.271807+00:00
2026-03-30,407.2,439.2,407.2,439.2,190,439.2,2026-09-03T19:37:25.271807+00:00
2026-03-31,438.9,483.1,438.9,483.1,360,483.1,2026-09-03T19:37:25.271807+00:00
2026-04-01,492.7,531.4,492.7,531.4,340,531.4,2026-09-03T19:37:25.271807+00:00
2026-04-02,542.0,584.5,542.0,584.5,570,584.5,2026-09-03T19:37:25.271807+00:00
2026-04-05,584.0,642.9,584.0,642.9,1320,642.9,2026-09-03T19:37:25.271807+00:00
2026-04-06,655.7,707.1,655.7,707.1,2109,707.1,2026-09-03T19:37:25.271807+00:00
2026-04-07,721.1,777.8,721.1,777.8,2810,777.8,2026-09-03T19:37:25.271807+00:00
2026-04-08,793.0,855.5,793.0,855.5,6090,855.5,2026-09-03T19:37:25.271807+00:00
2026-04-09,872.6,941.0,872.6,941.0,7650,941.0,2026-09-03T19:37:25.271807+00:00
2026-04-10,959.8,1035.1,959.8,1035.1,8860,1035.1,2026-09-03T19:37:25.271807+00:00
2026-04-13,1055.8,1138.6,1055.8,1138.6,50391,1138.6,2026-09-03T19:37:25.271807+00:00
2026-04-15,1161.3,1252.4,1161.3,1252.4,33670,1252.4,2026-09-03T19:37:25.271807+00:00
2026-04-16,1277.4,1360.0,1220.0,1251.0,114850,1251.0,2026-09-03T19:37:25.271807+00:00
2026-04-17,1251.0,1251.0,1170.0,1196.0,121778,1196.0,2026-09-03T19:37:25.271807+00:00
2026-04-20,1200.0,1335.0,1128.1,1260.0,69209,1260.0,2026-09-03T19:37:25.271807+00:00
2026-04-21,1295.0,1360.0,1203.0,1285.0,84702,1285.0,2026-09-03T19:37:25.271807+00:00
2026-04-22,1270.0,1270.0,1150.1,1185.0,56625,1185.0,2026-09-03T19:37:25.271807+00:00
2026-04-23,1144.0,1181.0,1092.0,1100.0,56335,1100.0,2026-09-03T19:37:25.271807+00:00
2026-04-24,1067.1,1140.0,1042.0,1124.0,46323,1124.0,2026-09-03T19:37:25.271807+00:00
2026-04-27,1124.0,1145.0,1069.0,1070.0,29633,1070.0,2026-09-03T19:37:25.271807+00:00
2026-04-28,1070.0,1082.7,983.0,995.0,77031,995.0,2026-09-03T19:37:25.271807+00:00
2026-04-29,995.0,1024.0,935.0,962.0,45797,962.0,2026-09-03T19:37:25.271807+00:00
2026-04-30,964.0,1013.0,941.3,980.1,25492,980.1,2026-09-03T19:37:25.271807+00:00
2026-05-04,1029.0,1029.0,945.0,960.0,23940,960.0,2026-09-03T19:37:25.271807+00:00
2026-05-05,960.0,986.0,928.0,930.0,30205,930.0,2026-09-03T19:37:25.271807+00:00
2026-05-06,974.3,974.3,901.0,903.0,26465,903.0,2026-09-03T19:37:25.271807+00:00
2026-05-07,900.0,920.0,880.0,917.0,27662,917.0,2026-09-03T19:37:25.271807+00:00
2026-05-08,962.0,968.0,910.0,958.8,23388,958.8,2026-09-03T19:37:25.271807+00:00
2026-05-11,962.0,1019.0,938.0,956.0,26580,956.0,2026-09-03T19:37:25.271807+00:00
2026-05-12,950.0,956.0,895.0,899.0,32330,899.0,2026-09-03T19:37:25.271807+00:00
2026-05-13,898.0,900.0,880.0,886.0,17829,886.0,2026-09-03T19:37:25.271807+00:00
2026-05-14,930.0,930.0,840.0,884.0,39202,884.0,2026-09-03T19:37:25.271807+00:00
2026-05-15,884.0,907.4,876.0,886.0,11484,886.0,2026-09-03T19:37:25.271807+00:00
2026-05-18,910.9,910.9,872.6,890.0,13579,890.0,2026-09-03T19:37:25.271807+00:00
2026-05-19,890.0,909.0,869.1,888.0,16015,888.0,2026-09-03T19:37:25.271807+00:00
2026-05-20,895.0,910.0,868.2,904.0,21677,904.0,2026-09-03T19:37:25.271807+00:00
2026-05-21,904.0,914.5,882.0,890.0,25440,890.0,2026-09-03T19:37:25.271807+00:00
2026-05-22,890.0,954.9,878.0,950.0,45803,950.0,2026-09-03T19:37:25.271807+00:00
2026-05-25,970.0,1040.3,955.0,1029.0,59202,1029.0,2026-09-03T19:37:25.271807+00:00
2026-05-26,1040.0,1040.0,985.0,992.0,27924,992.0,2026-09-03T19:37:25.271807+00:00
2026-05-27,942.4,1002.0,942.4,975.1,36368,975.1,2026-09-03T19:37:25.271807+00:00
2026-06-01,975.1,975.1,921.0,930.1,22605,930.1,2026-09-03T19:37:25.271807+00:00
2026-06-02,930.0,950.0,912.3,950.0,21008,950.0,2026-09-03T19:37:25.271807+00:00
2026-06-03,950.0,973.0,930.7,937.1,16220,937.1,2026-09-03T19:37:25.271807+00:00
2026-06-04,930.0,950.0,925.0,926.0,13324,926.0,2026-09-03T19:37:25.271807+00:00
2026-06-05,926.0,934.6,901.0,916.9,22720,916.9,2026-09-03T19:37:25.271807+00:00
2026-06-08,912.0,930.0,880.0,909.9,21271,909.9,2026-09-03T19:37:25.271807+00:00
2026-06-09,927.0,927.0,885.0,912.9,18510,912.9,2026-09-03T19:37:25.271807+00:00
2026-06-10,900.0,967.0,900.0,965.0,38504,965.0,2026-09-03T19:37:25.271807+00:00
2026-06-11,965.5,980.6,928.0,939.0,31939,939.0,2026-09-03T19:37:25.271807+00:00
2026-06-12,925.0,950.0,925.0,949.8,16716,949.8,2026-09-03T19:37:25.271807+00:00
2026-06-15,949.0,964.9,920.1,950.0,14871,950.0,2026-09-03T19:37:25.271807+00:00
2026-06-16,940.0,949.0,925.0,925.7,13980,925.7,2026-09-03T19:37:25.271807+00:00
2026-06-17,926.0,948.0,916.0,940.0,13761,940.0,2026-09-03T19:37:25.271807+00:00
2026-06-18,940.0,955.0,926.5,942.5,11201,942.5,2026-09-03T19:37:25.271807+00:00
2026-06-19,942.5,956.0,931.0,955.0,32681,955.0,2026-09-03T19:37:25.271807+00:00
2026-06-22,1002.0,1002.0,948.0,958.1,41837,958.1,2026-09-03T19:37:25.271807+00:00
2026-06-23,955.0,955.0,911.0,911.0,21246,911.0,2026-09-03T19:37:25.271807+00:00
2026-06-24,900.0,937.0,860.0,937.0,34743,937.0,2026-09-03T19:37:25.271807+00:00
2026-06-25,910.0,939.9,900.0,934.0,12488,934.0,2026-09-03T19:37:25.271807+00:00
2026-06-26,907.0,940.0,907.0,928.0,8912,928.0,2026-09-03T19:37:25.271807+00:00
2026-06-29,901.0,928.0,900.0,928.0,9780,928.0,2026-09-03T19:37:25.271807+00:00
2026-06-30,925.0,940.0,903.0,915.0,7392,915.0,2026-09-03T19:37:25.271807+00:00
2026-07-01,901.2,935.0,901.2,935.0,19269,935.0,2026-09-03T19:37:25.271807+00:00
2026-07-02,981.7,981.7,915.0,920.9,7336,920.9,2026-09-03T19:37:25.271807+00:00
2026-07-03,920.9,930.0,910.1,930.0,13126,930.0,2026-09-03T19:37:25.271807+00:00
2026-07-06,976.5,976.5,897.0,918.0,10287,918.0,2026-09-03T19:37:25.271807+00:00
2026-07-07,920.0,930.0,890.0,925.0,9076,925.0,2026-09-03T19:37:25.271807+00:00
2026-07-08,971.0,971.0,891.0,910.0,7251,910.0,2026-09-03T19:37:25.271807+00:00
2026-07-09,955.0,955.0,875.0,875.2,10327,875.2,2026-09-03T19:37:25.271807+00:00
2026-07-10,871.0,909.0,866.0,883.0,13080,883.0,2026-09-03T19:37:25.271807+00:00
2026-07-13,883.0,883.0,830.0,837.6,12275,837.6,2026-09-03T19:37:25.271807+00:00
2026-07-14,845.0,845.0,775.0,807.0,26367,807.0,2026-09-03T19:37:25.271807+00:00
2026-07-15,847.3,847.3,802.1,820.0,9333,820.0,2026-09-03T19:37:25.271807+00:00
2026-07-16,844.0,844.0,785.1,818.0,7013,818.0,2026-09-03T19:37:25.271807+00:00
2026-07-17,858.9,887.0,802.5,887.0,26143,887.0,2026-09-03T19:37:25.271807+00:00
2026-07-20,931.3,931.3,846.9,920.0,18051,920.0,2026-09-03T19:37:25.271807+00:00
2026-07-21,892.4,921.9,865.6,899.0,22590,899.0,2026-09-03T19:37:25.271807+00:00
2026-07-22,881.2,907.0,873.0,905.0,11903,905.0,2026-09-03T19:37:25.271807+00:00
2026-07-23,904.0,929.9,881.2,929.0,17258,929.0,2026-09-03T19:37:25.271807+00:00
2026-07-24,944.0,970.0,920.1,935.0,28833,935.0,2026-09-03T19:37:25.271807+00:00
2026-07-27,907.1,930.0,891.0,915.0,10125,915.0,2026-09-03T19:37:25.271807+00:00
2026-07-28,890.1,910.0,873.0,905.0,5564,905.0,2026-09-03T19:37:25.271807+00:00
2026-07-29,903.0,903.0,878.0,894.0,5088,894.0,2026-09-03T19:37:25.271807+00:00
2026-07-30,885.0,891.0,855.2,871.0,11782,871.0,2026-09-03T19:37:25.271807+00:00
2026-07-31,870.0,900.0,847.0,884.0,29377,884.0,2026-09-03T19:37:25.271807+00:00
2026-08-03,884.0,980.0,857.5,914.0,15442,914.0,2026-09-03T19:37:25.271807+00:00
2026-08-04,885.0,935.0,880.0,904.0,17707,904.0,2026-09-03T19:37:25.271807+00:00
2026-08-05,880.0,910.0,880.0,910.0,7276,910.0,2026-09-03T19:37:25.271807+00:00
2026-08-06,906.0,920.0,862.0,890.0,6582,890.0,2026-09-03T19:37:25.271807+00:00
2026-08-07,870.1,897.9,868.0,890.0,7040,890.0,2026-09-03T19:37:25.271807+00:00
2026-08-10,880.0,950.0,840.0,896.0,13557,896.0,2026-09-03T19:37:25.271807+00:00
2026-08-11,890.0,894.5,870.1,892.9,7045,892.9,2026-09-03T19:37:25.271807+00:00
2026-08-12,870.2,893.0,852.0,883.0,8193,883.0,2026-09-03T19:37:25.271807+00:00
2026-08-13,840.0,1015.0,831.0,998.0,51863,998.0,2026-09-03T19:37:25.271807+00:00
2026-08-14,948.1,948.1,848.3,870.0,61915,870.0,2026-09-03T19:37:25.271807+00:00
2026-08-17,827.0,900.0,815.0,834.1,51563,834.1,2026-09-03T19:37:25.271807+00:00
2026-08-18,875.8,875.8,806.0,830.0,20816,830.0,2026-09-03T19:37:25.271807+00:00
2026-08-19,871.5,871.5,801.0,808.0,20773,808.0,2026-09-03T19:37:25.271807+00:00
2026-08-20,767.6,841.0,767.6,817.0,16944,817.0,2026-09-03T19:37:25.271807+00:00
2026-08-21,820.0,877.8,790.0,811.7,20938,811.7,2026-09-03T19:37:25.271807+00:00
2026-08-24,809.9,811.7,792.0,792.1,7395,792.1,2026-09-03T19:37:25.271807+00:00
2026-08-25,792.0,797.0,773.1,776.8,13268,776.8,2026-09-03T19:37:25.271807+00:00
2026-08-26,780.0,780.0,749.1,751.0,18724,751.0,2026-09-03T19:37:25.271807+00:00
2026-08-27,740.1,763.6,725.1,750.3,10744,750.3,2026-09-03T19:37:25.271807+00:00
2026-08-31,730.0,750.0,707.0,709.1,12937,709.1,2026-09-03T19:37:25.271807+00:00
2026-09-01,674.0,739.0,674.0,715.0,11514,715.0,2026-09-03T19:37:25.271807+00:00
2026-09-02,715.0,735.0,705.0,735.0,10003,735.0,2026-09-03T19:37:25.271807+00:00
2026-09-03,735.0,742.0,726.0,730.0,15978,730.0,2026-09-03T19:37:25.271807+00:00
