date,open,high,low,close,volume,adj_close,fetched_at
2015-06-22,5100.0,5202.0,5202.0,5202.0,11,5202.0,2026-09-03T19:33:34.231031+00:00
2015-06-23,5202.0,5098.0,5098.0,5098.0,214,5098.0,2026-09-03T19:33:34.231031+00:00
2015-06-24,5098.0,5098.0,5098.0,5098.0,25,5098.0,2026-09-03T19:33:34.231031+00:00
2015-07-01,5098.0,5199.0,5096.0,5096.0,285,5096.0,2026-09-03T19:33:34.231031+00:00
2015-07-02,5096.0,4995.0,4995.0,4995.0,51,4995.0,2026-09-03T19:33:34.231031+00:00
2015-07-06,4995.0,5000.0,5000.0,5000.0,103,5000.0,2026-09-03T19:33:34.231031+00:00
2015-07-12,5000.0,5100.0,5100.0,5100.0,41,5100.0,2026-09-03T19:33:34.231031+00:00
2015-07-22,5100.0,5100.0,5100.0,5100.0,20,5100.0,2026-09-03T19:33:34.231031+00:00
2015-07-27,5100.0,5200.0,5200.0,5200.0,43,5200.0,2026-09-03T19:33:34.231031+00:00
2015-07-28,5200.0,5280.0,5280.0,5280.0,37,5280.0,2026-09-03T19:33:34.231031+00:00
2015-07-29,5280.0,5304.0,5180.0,5200.0,189,5200.0,2026-09-03T19:33:34.231031+00:00
2015-07-30,5200.0,5250.0,5230.0,5230.0,140,5230.0,2026-09-03T19:33:34.231031+00:00
2015-08-06,5230.0,5250.0,5199.0,5250.0,177,5250.0,2026-09-03T19:33:34.231031+00:00
2015-08-09,5250.0,5247.0,5145.0,5247.0,226,5247.0,2026-09-03T19:33:34.231031+00:00
2015-08-10,5247.0,5300.0,5300.0,5300.0,312,5300.0,2026-09-03T19:33:34.231031+00:00
2015-08-11,5300.0,5300.0,5300.0,5300.0,38,5300.0,2026-09-03T19:33:34.231031+00:00
2015-08-12,5300.0,5301.0,5301.0,5301.0,30,5301.0,2026-09-03T19:33:34.231031+00:00
2015-08-16,5301.0,5200.0,5200.0,5200.0,35,5200.0,2026-09-03T19:33:34.231031+00:00
2015-08-17,5200.0,5300.0,5300.0,5300.0,20,5300.0,2026-09-03T19:33:34.231031+00:00
2015-08-23,5300.0,5400.0,5400.0,5400.0,183,5400.0,2026-09-03T19:33:34.231031+00:00
2015-08-25,5400.0,5500.0,5500.0,5500.0,183,5500.0,2026-09-03T19:33:34.231031+00:00
2015-08-26,5500.0,5600.0,5600.0,5600.0,15,5600.0,2026-09-03T19:33:34.231031+00:00
2015-08-27,5600.0,5600.0,5600.0,5600.0,102,5600.0,2026-09-03T19:33:34.231031+00:00
2015-08-31,5600.0,5488.0,5379.0,5450.0,322,5450.0,2026-09-03T19:33:34.231031+00:00
2015-09-01,5450.0,5500.0,5400.0,5460.0,435,5460.0,2026-09-03T19:33:34.231031+00:00
2015-09-02,5460.0,5440.0,5435.0,5440.0,204,5440.0,2026-09-03T19:33:34.231031+00:00
2015-09-03,5440.0,5580.0,5540.0,5550.0,1167,5550.0,2026-09-03T19:33:34.231031+00:00
2015-09-06,5550.0,5710.0,5600.0,5710.0,149,5710.0,2026-09-03T19:33:34.231031+00:00
2015-09-07,5710.0,5750.0,5750.0,5750.0,214,5750.0,2026-09-03T19:33:34.231031+00:00
2015-09-08,5750.0,5850.0,5850.0,5850.0,75,5850.0,2026-09-03T19:33:34.231031+00:00
2015-09-10,5850.0,5967.0,5967.0,5967.0,10,5967.0,2026-09-03T19:33:34.231031+00:00
2015-09-13,5967.0,6200.0,6086.0,6175.0,262,6175.0,2026-09-03T19:33:34.231031+00:00
2015-09-15,6175.0,6175.0,6175.0,6175.0,196,6175.0,2026-09-03T19:33:34.231031+00:00
2015-09-17,6175.0,6195.0,6195.0,6195.0,100,6195.0,2026-09-03T19:33:34.231031+00:00
2015-09-28,6195.0,6072.0,6000.0,6000.0,124,6000.0,2026-09-03T19:33:34.231031+00:00
2015-10-01,6000.0,5900.0,5900.0,5900.0,154,5900.0,2026-09-03T19:33:34.231031+00:00
2015-10-04,5900.0,5800.0,5800.0,5800.0,11,5800.0,2026-09-03T19:33:34.231031+00:00
2015-10-05,5800.0,5800.0,5800.0,5800.0,50,5800.0,2026-09-03T19:33:34.231031+00:00
2015-10-06,5800.0,5750.0,5750.0,5750.0,14,5750.0,2026-09-03T19:33:34.231031+00:00
2015-10-07,5750.0,5700.0,5600.0,5600.0,172,5600.0,2026-09-03T19:33:34.231031+00:00
2015-10-11,5600.0,5690.0,5600.0,5600.0,167,5600.0,2026-09-03T19:33:34.231031+00:00
2015-10-14,5600.0,5615.0,5600.0,5615.0,177,5615.0,2026-09-03T19:33:34.231031+00:00
2015-11-15,5615.0,5503.0,5503.0,5503.0,10,5503.0,2026-09-03T19:33:34.231031+00:00
2015-12-08,5503.0,5400.0,5400.0,5400.0,132,5400.0,2026-09-03T19:33:34.231031+00:00
2015-12-09,5400.0,5292.0,5292.0,5292.0,110,5292.0,2026-09-03T19:33:34.231031+00:00
2015-12-10,5292.0,5397.0,5397.0,5397.0,15,5397.0,2026-09-03T19:33:34.231031+00:00
2015-12-13,5397.0,5310.0,5300.0,5310.0,110,5310.0,2026-09-03T19:33:34.231031+00:00
2015-12-15,5310.0,5300.0,5300.0,5300.0,63,5300.0,2026-09-03T19:33:34.231031+00:00
2015-12-17,5300.0,5406.0,5406.0,5406.0,85,5406.0,2026-09-03T19:33:34.231031+00:00
2015-12-24,5406.0,5514.0,5514.0,5514.0,13,5514.0,2026-09-03T19:33:34.231031+00:00
2016-01-06,5514.0,5736.0,5624.0,5736.0,30,5736.0,2026-09-03T19:33:34.231031+00:00
2016-01-10,5736.0,6207.0,5850.0,6207.0,152,6207.0,2026-09-03T19:33:34.231031+00:00
2016-01-11,6207.0,6827.0,6331.0,6827.0,896,6827.0,2026-09-03T19:33:34.231031+00:00
2016-01-12,6827.0,7509.0,6963.0,7509.0,1236,7509.0,2026-09-03T19:33:34.231031+00:00
2016-01-13,7509.0,7812.0,7509.0,7812.0,246,7812.0,2026-09-03T19:33:34.231031+00:00
2016-01-14,7812.0,7812.0,7200.0,7446.0,507,7446.0,2026-09-03T19:33:34.231031+00:00
2016-06-21,7446.0,7745.0,7594.0,7745.0,81,7745.0,2026-09-03T19:33:34.231031+00:00
2016-08-01,7745.0,8132.0,8132.0,8132.0,10,8132.0,2026-09-03T19:33:34.231031+00:00
2016-08-07,8132.0,8628.0,8294.0,8628.0,30,8628.0,2026-09-03T19:33:34.231031+00:00
2016-08-10,8628.0,9059.0,9059.0,9059.0,10,9059.0,2026-09-03T19:33:34.231031+00:00
2016-08-11,9059.0,9612.0,9240.0,9612.0,30,9612.0,2026-09-03T19:33:34.231031+00:00
2016-08-14,9612.0,10573.0,9804.0,10573.0,68,10573.0,2026-09-03T19:33:34.231031+00:00
2016-08-16,10573.0,11218.0,10784.0,11218.0,30,11218.0,2026-09-03T19:33:34.231031+00:00
